
[INFO] Processing chr1: /quobyte/bmhenngrp/from-lssc0/data/genomes/CAAPA_freeze2_PHASED_common_rare/snps/chr1.20240612_Freeze2.common_rare_phased.snps.vcf.gz
[INFO] chr1: Writing allele frequency table...

0it [00:00, ?it/s]
190it [00:00, 1896.63it/s]
380it [00:00, 1892.41it/s]
570it [00:00, 1884.48it/s]
147952it [01:18, 1905.95it/s]
148145it [01:18, 1911.36it/s]
148337it [01:18, 1906.58it/s]
148529it [01:19, 1908.54it/s]
148721it [01:19, 1909.95it/s]
148912it [01:19, 1909.31it/s]
149105it [01:19, 1915.38it/s]
149299it [01:19, 1920.19it/s]
149493it [01:19, 1923.79it/s]
149686it [01:19, 1924.47it/s]
149881it [01:19, 1930.13it/s]
150077it [01:19, 1936.34it/s]
150271it [01:19, 1934.10it/s]
150467it [01:20, 1939.98it/s]
150661it [01:20, 1759.27it/s]
150854it [01:20, 1805.49it/s]
151046it [01:20, 1835.72it/s]
151237it [01:20, 1855.29it/s]
151427it [01:20, 1865.97it/s]
151619it [01:20, 1880.57it/s]
151810it [01:20, 1887.63it/s]
152003it [01:20, 1899.60it/s]
152195it [01:20, 1902.84it/s]
152386it [01:21, 1901.27it/s]
152577it [01:21, 1900.71it/s]
152768it [01:21, 1900.94it/s]
152961it [01:21, 1908.79it/s]
153152it [01:21, 1904.13it/s]
153343it [01:21, 1902.74it/s]
153534it [01:21, 1894.71it/s]
153725it [01:21, 1898.10it/s]
153917it [01:21, 1903.18it/s]
154110it [01:21, 1908.73it/s]
154301it [01:22, 1904.02it/s]
154492it [01:22, 1903.87it/s]
154685it [01:22, 1910.04it/s]
154879it [01:22, 1916.65it/s]
155072it [01:22, 1918.61it/s]
155264it [01:22, 1915.90it/s]
155457it [01:22, 1918.66it/s]
155649it [01:22, 1906.37it/s]
155840it [01:22, 1907.20it/s]
156031it [01:22, 1907.16it/s]
156222it [01:23, 1899.30it/s]
156415it [01:23, 1906.00it/s]
156606it [01:23, 1901.60it/s]
156798it [01:23, 1905.44it/s]
156991it [01:23, 1910.65it/s]
157183it [01:23, 1909.97it/s]
157375it [01:23, 1911.40it/s]
157567it [01:23, 1911.05it/s]
157760it [01:23, 1915.81it/s]
157952it [01:23, 1910.77it/s]
158144it [01:24, 1904.27it/s]
158336it [01:24, 1908.93it/s]
158529it [01:24, 1914.77it/s]
158721it [01:24, 1914.18it/s]
158913it [01:24, 1904.86it/s]
159104it [01:24, 1896.71it/s]
159296it [01:24, 1902.41it/s]
159487it [01:24, 1903.55it/s]
159678it [01:24, 1898.40it/s]
159868it [01:24, 1897.93it/s]
160059it [01:25, 1899.02it/s]
160249it [01:25, 1894.45it/s]
160439it [01:25, 1882.51it/s]
160630it [01:25, 1888.87it/s]
160819it [01:25, 1885.30it/s]
161010it [01:25, 1891.72it/s]
161200it [01:25, 1893.60it/s]
161391it [01:25, 1895.58it/s]
161582it [01:25, 1897.24it/s]
161772it [01:25, 1897.86it/s]
161962it [01:26, 1897.04it/s]
162152it [01:26, 1892.50it/s]
162342it [01:26, 1794.38it/s]
162535it [01:26, 1832.29it/s]
162725it [01:26, 1851.55it/s]
162915it [01:26, 1864.97it/s]
163105it [01:26, 1874.35it/s]
163294it [01:26, 1876.58it/s]
163482it [01:26, 1877.26it/s]
163671it [01:27, 1880.65it/s]
163861it [01:27, 1885.35it/s]
164051it [01:27, 1889.22it/s]
164244it [01:27, 1901.10it/s]
164435it [01:27, 1897.79it/s]
164628it [01:27, 1906.13it/s]
164821it [01:27, 1911.66it/s]
165015it [01:27, 1920.07it/s]
165210it [01:27, 1926.70it/s]
165403it [01:27, 1920.79it/s]
165597it [01:28, 1925.62it/s]
165791it [01:28, 1927.07it/s]
165984it [01:28, 1926.30it/s]
166178it [01:28, 1927.41it/s]
166372it [01:28, 1928.26it/s]
166565it [01:28, 1922.81it/s]
166758it [01:28, 1915.72it/s]
166950it [01:28, 1911.25it/s]
167145it [01:28, 1920.26it/s]
167341it [01:28, 1930.17it/s]
167535it [01:29, 1931.20it/s]
167729it [01:29, 1929.97it/s]
167923it [01:29, 1924.69it/s]
168116it [01:29, 1924.88it/s]
168309it [01:29, 1924.53it/s]
168502it [01:29, 1920.23it/s]
168695it [01:29, 1916.95it/s]
168889it [01:29, 1922.58it/s]
169082it [01:29, 1907.32it/s]
169273it [01:29, 1903.76it/s]
169465it [01:30, 1907.51it/s]
169656it [01:30, 1907.25it/s]
169847it [01:30, 1903.42it/s]
170038it [01:30, 1904.75it/s]
170229it [01:30, 1899.24it/s]
170420it [01:30, 1900.52it/s]
170612it [01:30, 1906.11it/s]
170803it [01:30, 1900.62it/s]
170995it [01:30, 1903.76it/s]
171186it [01:30, 1902.86it/s]
171377it [01:31, 1903.23it/s]
171568it [01:31, 1903.20it/s]
171759it [01:31, 1893.34it/s]
171949it [01:31, 1889.52it/s]
172138it [01:31, 1888.79it/s]
172328it [01:31, 1890.82it/s]
172518it [01:31, 1889.16it/s]
172709it [01:31, 1895.06it/s]
172903it [01:31, 1906.13it/s]
173096it [01:31, 1910.24it/s]
173288it [01:32, 1908.06it/s]
173479it [01:32, 1908.56it/s]
173670it [01:32, 1907.76it/s]
173861it [01:32, 1900.77it/s]
174052it [01:32, 1793.57it/s]
174243it [01:32, 1824.27it/s]
174435it [01:32, 1851.01it/s]
174629it [01:32, 1876.35it/s]
174819it [01:32, 1881.70it/s]
175011it [01:32, 1892.59it/s]
175203it [01:33, 1898.26it/s]
175399it [01:33, 1915.38it/s]
175591it [01:33, 1911.08it/s]
175784it [01:33, 1914.27it/s]
175976it [01:33, 1910.11it/s]
176169it [01:33, 1915.33it/s]
176361it [01:33, 1904.67it/s]
176552it [01:33, 1905.63it/s]
176743it [01:33, 1901.69it/s]
176934it [01:33, 1898.34it/s]
177124it [01:34, 1883.17it/s]
177313it [01:34, 1884.53it/s]
177502it [01:34, 1883.91it/s]
177691it [01:34, 1879.10it/s]
177881it [01:34, 1884.33it/s]
178070it [01:34, 1881.27it/s]
178259it [01:34, 1877.74it/s]
178447it [01:34, 1876.07it/s]
178638it [01:34, 1885.62it/s]
178827it [01:34, 1845.40it/s]
179014it [01:35, 1851.46it/s]
179205it [01:35, 1868.52it/s]
179393it [01:35, 1870.32it/s]
179585it [01:35, 1884.54it/s]
179774it [01:35, 1881.95it/s]
179963it [01:35, 1876.88it/s]
180151it [01:35, 1877.02it/s]
180341it [01:35, 1883.50it/s]
180531it [01:35, 1886.00it/s]
180720it [01:36, 1848.62it/s]
180908it [01:36, 1855.76it/s]
181100it [01:36, 1872.91it/s]
181288it [01:36, 1871.13it/s]
181476it [01:36, 1870.12it/s]
181664it [01:36, 1869.29it/s]
181852it [01:36, 1869.64it/s]
182041it [01:36, 1874.28it/s]
182232it [01:36, 1884.56it/s]
182421it [01:36, 1886.08it/s]
182610it [01:37, 1882.93it/s]
182799it [01:37, 1633.32it/s]
182987it [01:37, 1697.92it/s]
183177it [01:37, 1752.58it/s]
183367it [01:37, 1793.69it/s]
183558it [01:37, 1824.98it/s]
183746it [01:37, 1840.75it/s]
183935it [01:37, 1854.51it/s]
184126it [01:37, 1870.06it/s]
184315it [01:37, 1874.57it/s]
184506it [01:38, 1884.95it/s]
184697it [01:38, 1890.26it/s]
184887it [01:38, 1889.65it/s]
185078it [01:38, 1893.32it/s]
185268it [01:38, 1893.40it/s]
185458it [01:38, 1894.32it/s]
185648it [01:38, 1682.46it/s]
185836it [01:38, 1736.58it/s]
186027it [01:38, 1783.40it/s]
186218it [01:39, 1818.33it/s]
186410it [01:39, 1847.13it/s]
186601it [01:39, 1863.72it/s]
186791it [01:39, 1873.68it/s]
186980it [01:39, 1873.87it/s]
187169it [01:39, 1878.44it/s]
187358it [01:39, 1877.85it/s]
187549it [01:39, 1886.12it/s]
187738it [01:39, 1887.06it/s]
187928it [01:39, 1889.06it/s]
188118it [01:40, 1884.11it/s]
188308it [01:40, 1887.41it/s]
188501it [01:40, 1897.23it/s]
188691it [01:40, 1882.56it/s]
188880it [01:40, 1875.03it/s]
189072it [01:40, 1888.35it/s]
189262it [01:40, 1889.60it/s]
189453it [01:40, 1894.16it/s]
189643it [01:40, 1890.45it/s]
189833it [01:40, 1891.41it/s]
190023it [01:41, 1891.21it/s]
190214it [01:41, 1894.48it/s]
190404it [01:41, 1895.20it/s]
190597it [01:41, 1905.20it/s]
190790it [01:41, 1911.58it/s]
190982it [01:41, 1912.14it/s]
191174it [01:41, 1908.67it/s]
191367it [01:41, 1913.25it/s]
191559it [01:41, 1914.73it/s]
191751it [01:41, 1911.79it/s]
191943it [01:42, 1908.66it/s]
192134it [01:42, 1907.81it/s]
192326it [01:42, 1909.65it/s]
192517it [01:42, 1902.72it/s]
192709it [01:42, 1905.86it/s]
192901it [01:42, 1908.74it/s]
193092it [01:42, 1904.89it/s]
193283it [01:42, 1905.56it/s]
193476it [01:42, 1912.12it/s]
193668it [01:42, 1909.96it/s]
193860it [01:43, 1912.92it/s]
194053it [01:43, 1917.75it/s]
194249it [01:43, 1930.05it/s]
194443it [01:43, 1923.25it/s]
194636it [01:43, 1922.29it/s]
194829it [01:43, 1917.32it/s]
195021it [01:43, 1915.27it/s]
195213it [01:43, 1907.68it/s]
195404it [01:43, 1903.88it/s]
195595it [01:43, 1903.97it/s]
195789it [01:44, 1911.79it/s]
195981it [01:44, 1910.27it/s]
196176it [01:44, 1921.21it/s]
196369it [01:44, 1920.85it/s]
196563it [01:44, 1923.59it/s]
196756it [01:44, 1919.60it/s]
196950it [01:44, 1925.66it/s]
197143it [01:44, 1924.80it/s]
197336it [01:44, 1653.36it/s]
197509it [01:45, 1600.02it/s]
197702it [01:45, 1687.95it/s]
197897it [01:45, 1757.98it/s]
198095it [01:45, 1819.94it/s]
198291it [01:45, 1859.26it/s]
198483it [01:45, 1875.88it/s]
198676it [01:45, 1891.66it/s]
198867it [01:45, 1889.16it/s]
199060it [01:45, 1900.40it/s]
199251it [01:45, 1900.23it/s]
199442it [01:46, 1897.85it/s]
199633it [01:46, 1894.04it/s]
199823it [01:46, 1894.90it/s]
200013it [01:46, 1894.55it/s]
200204it [01:46, 1897.94it/s]
200394it [01:46, 1897.87it/s]
200584it [01:46, 1893.67it/s]
200774it [01:46, 1883.30it/s]
200964it [01:46, 1886.39it/s]
201153it [01:46, 1884.75it/s]
201342it [01:47, 1886.28it/s]
201531it [01:47, 1886.86it/s]
201720it [01:47, 1884.72it/s]
201909it [01:47, 1884.93it/s]
202100it [01:47, 1892.24it/s]
202293it [01:47, 1901.18it/s]
202484it [01:47, 1900.67it/s]
202675it [01:47, 1894.50it/s]
202865it [01:47, 1895.91it/s]
203055it [01:47, 1889.51it/s]
203246it [01:48, 1892.60it/s]
203436it [01:48, 1891.19it/s]
203627it [01:48, 1895.14it/s]
203819it [01:48, 1901.80it/s]
204012it [01:48, 1908.28it/s]
204203it [01:48, 1908.40it/s]
204394it [01:48, 1905.16it/s]
204590it [01:48, 1918.80it/s]
204782it [01:48, 1910.59it/s]
204974it [01:48, 1904.61it/s]
205165it [01:49, 1905.67it/s]
205356it [01:49, 1896.96it/s]
205546it [01:49, 1891.72it/s]
205736it [01:49, 1882.99it/s]
205925it [01:49, 1880.96it/s]
206115it [01:49, 1884.89it/s]
206305it [01:49, 1886.98it/s]
206494it [01:49, 1887.84it/s]
206686it [01:49, 1895.69it/s]
206879it [01:49, 1902.74it/s]
207070it [01:50, 1898.59it/s]
207262it [01:50, 1902.14it/s]
207457it [01:50, 1914.26it/s]
207650it [01:50, 1917.38it/s]
207842it [01:50, 1915.93it/s]
208034it [01:50, 1913.43it/s]
208227it [01:50, 1917.10it/s]
208419it [01:50, 1913.09it/s]
208611it [01:50, 1905.03it/s]
208802it [01:50, 1892.67it/s]
208992it [01:51, 1770.74it/s]
209178it [01:51, 1795.76it/s]
209366it [01:51, 1819.96it/s]
209553it [01:51, 1834.42it/s]
209742it [01:51, 1848.75it/s]
209929it [01:51, 1854.15it/s]
210118it [01:51, 1862.94it/s]
210307it [01:51, 1868.22it/s]
210495it [01:51, 1865.02it/s]
210686it [01:51, 1877.55it/s]
210879it [01:52, 1891.02it/s]
211071it [01:52, 1897.82it/s]
211262it [01:52, 1899.40it/s]
211452it [01:52, 1896.10it/s]
211642it [01:52, 1897.14it/s]
211832it [01:52, 1896.30it/s]
212022it [01:52, 1896.63it/s]
212212it [01:52, 1890.38it/s]
212403it [01:52, 1894.76it/s]
212594it [01:52, 1898.47it/s]
212784it [01:53, 1896.94it/s]
212974it [01:53, 1887.13it/s]
213163it [01:53, 1884.05it/s]
213354it [01:53, 1890.32it/s]
213547it [01:53, 1901.61it/s]
213740it [01:53, 1909.85it/s]
213931it [01:53, 1908.72it/s]
214123it [01:53, 1911.82it/s]
214315it [01:53, 1908.10it/s]
214506it [01:53, 1890.22it/s]
214699it [01:54, 1900.44it/s]
214893it [01:54, 1909.58it/s]
215084it [01:54, 1908.75it/s]
215275it [01:54, 1835.56it/s]
215460it [01:54, 1764.35it/s]
215652it [01:54, 1806.02it/s]
215846it [01:54, 1843.38it/s]
216038it [01:54, 1865.11it/s]
216229it [01:54, 1877.47it/s]
216421it [01:55, 1889.37it/s]
216611it [01:55, 1883.51it/s]
216802it [01:55, 1888.44it/s]
216992it [01:55, 1890.72it/s]
217182it [01:55, 1888.39it/s]
217371it [01:55, 1888.74it/s]
217560it [01:55, 1885.49it/s]
217750it [01:55, 1887.31it/s]
217939it [01:55, 1886.77it/s]
218130it [01:55, 1891.37it/s]
218320it [01:56, 1890.63it/s]
218510it [01:56, 1885.07it/s]
218703it [01:56, 1895.80it/s]
218896it [01:56, 1904.72it/s]
219087it [01:56, 1903.70it/s]
219278it [01:56, 1901.00it/s]
219471it [01:56, 1908.67it/s]
219664it [01:56, 1914.01it/s]
219856it [01:56, 1915.34it/s]
220050it [01:56, 1921.26it/s]
220243it [01:57, 1921.22it/s]
220436it [01:57, 1916.47it/s]
220628it [01:57, 1812.79it/s]
220820it [01:57, 1841.20it/s]
221011it [01:57, 1859.32it/s]
221200it [01:57, 1867.08it/s]
221391it [01:57, 1877.21it/s]
221580it [01:57, 1879.01it/s]
221769it [01:57, 1882.17it/s]
221958it [01:57, 1879.32it/s]
222147it [01:58, 1880.63it/s]
222336it [01:58, 1879.71it/s]
222526it [01:58, 1884.46it/s]
222717it [01:58, 1890.01it/s]
222907it [01:58, 1888.04it/s]
223098it [01:58, 1893.82it/s]
223288it [01:58, 1895.34it/s]
223482it [01:58, 1906.63it/s]
223676it [01:58, 1913.87it/s]
223868it [01:58, 1912.63it/s]
224063it [01:59, 1921.28it/s]
224256it [01:59, 1922.21it/s]
224451it [01:59, 1928.19it/s]
224644it [01:59, 1926.60it/s]
224838it [01:59, 1930.18it/s]
225032it [01:59, 1922.74it/s]
225225it [01:59, 1916.26it/s]
225417it [01:59, 1913.46it/s]
225612it [01:59, 1924.29it/s]
225805it [01:59, 1913.73it/s]
225997it [02:00, 1909.85it/s]
226190it [02:00, 1913.68it/s]
226382it [02:00, 1911.90it/s]
226576it [02:00, 1917.34it/s]
226768it [02:00, 1914.47it/s]
226960it [02:00, 1914.39it/s]
227155it [02:00, 1922.43it/s]
227348it [02:00, 1921.47it/s]
227545it [02:00, 1934.83it/s]
227739it [02:00, 1932.55it/s]
227933it [02:01, 1931.79it/s]
228127it [02:01, 1921.73it/s]
228320it [02:01, 1917.37it/s]
228512it [02:01, 1907.14it/s]
228703it [02:01, 1904.52it/s]
228894it [02:01, 1899.41it/s]
229085it [02:01, 1901.01it/s]
229276it [02:01, 1903.00it/s]
229469it [02:01, 1909.40it/s]
229660it [02:01, 1905.93it/s]
229851it [02:02, 1903.81it/s]
230043it [02:02, 1908.11it/s]
230234it [02:02, 1904.56it/s]
230427it [02:02, 1910.06it/s]
230620it [02:02, 1913.08it/s]
230813it [02:02, 1915.23it/s]
231007it [02:02, 1920.06it/s]
231200it [02:02, 1919.63it/s]
231393it [02:02, 1922.12it/s]
231586it [02:02, 1919.48it/s]
231778it [02:03, 1917.74it/s]
231970it [02:03, 1916.08it/s]
232162it [02:03, 1917.13it/s]
232354it [02:03, 1711.35it/s]
232545it [02:03, 1765.02it/s]
232736it [02:03, 1805.74it/s]
232928it [02:03, 1837.06it/s]
233120it [02:03, 1860.35it/s]
233316it [02:03, 1887.27it/s]
233510it [02:04, 1901.37it/s]
233705it [02:04, 1914.20it/s]
233899it [02:04, 1921.85it/s]
234092it [02:04, 1920.42it/s]
234285it [02:04, 1911.72it/s]
234478it [02:04, 1916.86it/s]
234670it [02:04, 1916.96it/s]
234864it [02:04, 1921.74it/s]
235060it [02:04, 1931.52it/s]
235254it [02:04, 1929.68it/s]
235448it [02:05, 1928.78it/s]
235642it [02:05, 1930.45it/s]
235838it [02:05, 1936.27it/s]
236032it [02:05, 1929.72it/s]
236226it [02:05, 1931.63it/s]
236420it [02:05, 1932.66it/s]
236614it [02:05, 1930.13it/s]
236808it [02:05, 1925.60it/s]
237001it [02:05, 1921.25it/s]
237194it [02:05, 1920.08it/s]
237387it [02:06, 1912.64it/s]
237581it [02:06, 1918.42it/s]
237775it [02:06, 1923.25it/s]
237969it [02:06, 1926.22it/s]
238162it [02:06, 1921.39it/s]
238355it [02:06, 1921.23it/s]
238550it [02:06, 1927.75it/s]
238743it [02:06, 1918.61it/s]
238936it [02:06, 1920.79it/s]
239129it [02:06, 1916.39it/s]
239322it [02:07, 1919.48it/s]
239516it [02:07, 1924.28it/s]
239710it [02:07, 1928.44it/s]
239904it [02:07, 1931.06it/s]
240099it [02:07, 1935.85it/s]
240293it [02:07, 1932.21it/s]
240488it [02:07, 1935.06it/s]
240682it [02:07, 1935.43it/s]
240878it [02:07, 1941.71it/s]
241073it [02:07, 1934.53it/s]
241267it [02:08, 1929.88it/s]
241460it [02:08, 1927.15it/s]
241653it [02:08, 1923.97it/s]
241846it [02:08, 1924.13it/s]
242042it [02:08, 1933.14it/s]
242236it [02:08, 1918.66it/s]
242430it [02:08, 1923.23it/s]
242623it [02:08, 1917.99it/s]
242816it [02:08, 1920.14it/s]
243009it [02:08, 1920.26it/s]
243203it [02:09, 1925.11it/s]
243396it [02:09, 1923.24it/s]
243590it [02:09, 1926.32it/s]
243783it [02:09, 1925.59it/s]
243976it [02:09, 1923.89it/s]
244169it [02:09, 1809.63it/s]
244357it [02:09, 1827.14it/s]
244552it [02:09, 1862.36it/s]
244745it [02:09, 1881.12it/s]
244938it [02:09, 1895.08it/s]
245130it [02:10, 1901.83it/s]
245324it [02:10, 1911.53it/s]
245516it [02:10, 1907.62it/s]
245707it [02:10, 1907.80it/s]
245902it [02:10, 1919.12it/s]
246096it [02:10, 1922.96it/s]
246289it [02:10, 1923.53it/s]
246482it [02:10, 1920.93it/s]
246677it [02:10, 1927.80it/s]
246870it [02:10, 1917.50it/s]
247064it [02:11, 1922.10it/s]
247257it [02:11, 1921.63it/s]
247450it [02:11, 1911.00it/s]
247642it [02:11, 1895.93it/s]
247834it [02:11, 1902.94it/s]
248025it [02:11, 1789.76it/s]
248215it [02:11, 1820.74it/s]
248408it [02:11, 1849.85it/s]
248599it [02:11, 1866.81it/s]
248790it [02:12, 1878.85it/s]
248983it [02:12, 1893.57it/s]
249176it [02:12, 1904.13it/s]
249370it [02:12, 1912.41it/s]
249565it [02:12, 1921.04it/s]
249758it [02:12, 1923.58it/s]
249953it [02:12, 1930.95it/s]
250149it [02:12, 1938.60it/s]
250345it [02:12, 1944.59it/s]
250540it [02:12, 1942.77it/s]
250735it [02:13, 1938.61it/s]
250929it [02:13, 1929.29it/s]
251123it [02:13, 1930.34it/s]
251317it [02:13, 1923.47it/s]
251512it [02:13, 1929.28it/s]
251708it [02:13, 1937.85it/s]
251902it [02:13, 1931.06it/s]
252096it [02:13, 1930.30it/s]
252290it [02:13, 1929.16it/s]
252483it [02:13, 1922.48it/s]
252676it [02:14, 1923.23it/s]
252869it [02:14, 1924.04it/s]
253062it [02:14, 1919.57it/s]
253256it [02:14, 1924.80it/s]
253450it [02:14, 1928.53it/s]
253643it [02:14, 1927.23it/s]
253839it [02:14, 1935.13it/s]
254033it [02:14, 1930.60it/s]
254227it [02:14, 1928.25it/s]
254420it [02:14, 1925.80it/s]
254614it [02:15, 1927.65it/s]
254808it [02:15, 1931.05it/s]
255002it [02:15, 1923.89it/s]
255196it [02:15, 1926.54it/s]
255389it [02:15, 1924.40it/s]
255582it [02:15, 1918.92it/s]
255775it [02:15, 1921.89it/s]
255968it [02:15, 1859.59it/s]
256161it [02:15, 1877.42it/s]
256354it [02:15, 1890.65it/s]
256547it [02:16, 1901.32it/s]
256740it [02:16, 1909.29it/s]
256932it [02:16, 1911.85it/s]
257124it [02:16, 1914.26it/s]
257320it [02:16, 1926.58it/s]
257517it [02:16, 1938.17it/s]
257713it [02:16, 1942.73it/s]
257908it [02:16, 1928.56it/s]
258101it [02:16, 1924.89it/s]
258294it [02:16, 1923.17it/s]
258487it [02:17, 1920.74it/s]
258680it [02:17, 1921.20it/s]
258873it [02:17, 1916.87it/s]
259065it [02:17, 1907.46it/s]
259257it [02:17, 1908.31it/s]
259451it [02:17, 1914.66it/s]
259644it [02:17, 1916.55it/s]
259836it [02:17, 1913.53it/s]
260029it [02:17, 1917.60it/s]
260224it [02:17, 1925.69it/s]
260421it [02:18, 1938.64it/s]
260615it [02:18, 1938.20it/s]
260809it [02:18, 1932.25it/s]
261003it [02:18, 1931.80it/s]
261197it [02:18, 1931.37it/s]
261391it [02:18, 1928.56it/s]
261590it [02:18, 1946.25it/s]
261785it [02:18, 1934.99it/s]
261979it [02:18, 1929.99it/s]
262173it [02:18, 1928.52it/s]
262368it [02:19, 1933.93it/s]
262563it [02:19, 1936.51it/s]
262757it [02:19, 1928.95it/s]
262950it [02:19, 1923.70it/s]
263144it [02:19, 1926.72it/s]
263337it [02:19, 1925.88it/s]
263530it [02:19, 1913.33it/s]
263722it [02:19, 1911.40it/s]
263914it [02:19, 1911.74it/s]
264106it [02:19, 1911.08it/s]
264298it [02:20, 1902.38it/s]
264491it [02:20, 1907.84it/s]
264682it [02:20, 1903.90it/s]
264874it [02:20, 1905.71it/s]
265066it [02:20, 1908.62it/s]
265258it [02:20, 1911.73it/s]
265451it [02:20, 1914.62it/s]
265643it [02:20, 1912.50it/s]
265835it [02:20, 1911.26it/s]
266027it [02:20, 1910.81it/s]
266219it [02:21, 1912.65it/s]
266411it [02:21, 1908.39it/s]
266604it [02:21, 1913.38it/s]
266797it [02:21, 1916.58it/s]
266990it [02:21, 1919.80it/s]
267183it [02:21, 1920.11it/s]
267376it [02:21, 1921.90it/s]
267569it [02:21, 1916.73it/s]
267761it [02:21, 1504.93it/s]
267950it [02:22, 1599.91it/s]
268139it [02:22, 1676.16it/s]
268333it [02:22, 1747.17it/s]
268525it [02:22, 1795.20it/s]
268718it [02:22, 1831.92it/s]
268911it [02:22, 1858.47it/s]
269103it [02:22, 1875.31it/s]
269293it [02:22, 1878.30it/s]
269483it [02:22, 1882.24it/s]
269673it [02:22, 1880.71it/s]
269865it [02:23, 1889.82it/s]
270057it [02:23, 1898.22it/s]
270248it [02:23, 1900.80it/s]
270439it [02:23, 1887.73it/s]
270628it [02:23, 1884.13it/s]
270818it [02:23, 1886.56it/s]
271007it [02:23, 1886.76it/s]
271197it [02:23, 1889.74it/s]
271390it [02:23, 1901.38it/s]
271584it [02:23, 1910.77it/s]
271776it [02:24, 1911.38it/s]
271969it [02:24, 1915.57it/s]
272161it [02:24, 1909.88it/s]
272353it [02:24, 1907.97it/s]
272544it [02:24, 1901.39it/s]
272735it [02:24, 1829.76it/s]
272926it [02:24, 1850.44it/s]
273119it [02:24, 1871.01it/s]
273311it [02:24, 1883.63it/s]
273501it [02:25, 1887.86it/s]
273691it [02:25, 1889.95it/s]
273882it [02:25, 1893.93it/s]
274072it [02:25, 1892.38it/s]
274263it [02:25, 1896.67it/s]
274456it [02:25, 1905.04it/s]
274647it [02:25, 1905.47it/s]
274838it [02:25, 1904.91it/s]
275029it [02:25, 1898.85it/s]
275220it [02:25, 1901.10it/s]
275411it [02:26, 1902.66it/s]
275602it [02:26, 1885.65it/s]
275791it [02:26, 1880.70it/s]
275980it [02:26, 1874.57it/s]
276168it [02:26, 1870.99it/s]
276356it [02:26, 1867.42it/s]
276544it [02:26, 1869.22it/s]
276731it [02:26, 1866.16it/s]
276919it [02:26, 1870.26it/s]
277107it [02:26, 1868.06it/s]
277294it [02:27, 1861.88it/s]
277481it [02:27, 1861.09it/s]
277670it [02:27, 1867.87it/s]
277859it [02:27, 1871.64it/s]
278049it [02:27, 1878.73it/s]
278237it [02:27, 1876.45it/s]
278426it [02:27, 1878.28it/s]
278615it [02:27, 1878.61it/s]
278806it [02:27, 1887.36it/s]
278995it [02:27, 1888.02it/s]
279185it [02:28, 1889.22it/s]
279374it [02:28, 1818.46it/s]
279559it [02:28, 1827.05it/s]
279749it [02:28, 1846.66it/s]
279937it [02:28, 1854.62it/s]
280125it [02:28, 1860.48it/s]
280314it [02:28, 1867.95it/s]
280501it [02:28, 1865.84it/s]
280688it [02:28, 1866.01it/s]
280881it [02:28, 1882.37it/s]
281070it [02:29, 1878.66it/s]
281258it [02:29, 1873.33it/s]
281446it [02:29, 1874.36it/s]
281634it [02:29, 1868.02it/s]
281821it [02:29, 1866.68it/s]
282012it [02:29, 1876.71it/s]
282202it [02:29, 1882.20it/s]
282391it [02:29, 1874.88it/s]
282581it [02:29, 1881.44it/s]
282770it [02:29, 1878.59it/s]
282960it [02:30, 1884.46it/s]
283152it [02:30, 1892.06it/s]
283345it [02:30, 1901.63it/s]
283536it [02:30, 1897.73it/s]
283726it [02:30, 1896.90it/s]
283917it [02:30, 1898.59it/s]
284107it [02:30, 1891.53it/s]
284297it [02:30, 1891.33it/s]
284487it [02:30, 1885.59it/s]
284677it [02:30, 1887.75it/s]
284867it [02:31, 1889.61it/s]
285059it [02:31, 1897.95it/s]
285250it [02:31, 1899.86it/s]
285441it [02:31, 1900.39it/s]
285632it [02:31, 1897.41it/s]
285822it [02:31, 1897.64it/s]
286014it [02:31, 1902.17it/s]
286205it [02:31, 1903.63it/s]
286396it [02:31, 1888.74it/s]
286585it [02:31, 1887.26it/s]
286777it [02:32, 1896.54it/s]
286969it [02:32, 1902.18it/s]
287162it [02:32, 1907.89it/s]
287354it [02:32, 1909.01it/s]
287545it [02:32, 1905.34it/s]
287736it [02:32, 1897.52it/s]
287926it [02:32, 1895.62it/s]
288116it [02:32, 1894.28it/s]
288307it [02:32, 1898.24it/s]
288502it [02:32, 1912.77it/s]
288695it [02:33, 1915.53it/s]
288887it [02:33, 1908.30it/s]
289078it [02:33, 1881.09it/s]
289267it [02:33, 1880.81it/s]
289456it [02:33, 1878.77it/s]
289644it [02:33, 1877.67it/s]
289835it [02:33, 1887.20it/s]
290025it [02:33, 1889.58it/s]
290214it [02:33, 1888.81it/s]
290405it [02:33, 1893.72it/s]
